Date,IsHoliday,Weekly_Sales,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment
1/10/2010,FALSE,1933719.21,16.15555556,2.707,9273.46,419.3,59.025,2535.66,4567.03,204.8850973,7.484
2/4/2010,FALSE,2405395.22,10.55555556,2.85,9273.46,419.3,59.025,2535.66,4567.03,204.0252842,7.856
2/7/2010,FALSE,2143676.77,21.16666667,2.815,9273.46,419.3,59.025,2535.66,4567.03,204.4650559,7.527
2/19/2010,FALSE,2161549.76,-3.65,2.745,9273.46,419.3,59.025,2535.66,4567.03,204.4321004,8.187
2/26/2010,FALSE,1898193.95,0.177777778,2.754,9273.46,419.3,59.025,2535.66,4567.03,204.4630869,8.187
3/9/2010,FALSE,2121561.41,24.16666667,2.715,9273.46,419.3,59.025,2535.66,4567.03,204.7583566,7.527
3/12/2010,FALSE,2416051.17,1.927777778,3.046,9273.46,419.3,59.025,2535.66,4567.03,204.8249189,7.484
3/19/2010,FALSE,1951848.43,8.511111111,2.844,9273.46,419.3,59.025,2535.66,4567.03,204.3782258,8.187
3/26/2010,FALSE,1894742.95,10.27222222,2.854,9273.46,419.3,59.025,2535.66,4567.03,204.201755,8.187
4/6/2010,FALSE,2203619.35,22.51111111,2.847,9273.46,419.3,59.025,2535.66,4567.03,204.4042877,7.856
4/16/2010,FALSE,1985784.59,13.01666667,2.899,9273.46,419.3,59.025,2535.66,4567.03,203.7307486,7.856
4/23/2010,FALSE,1878862.42,10.36111111,2.902,9273.46,419.3,59.025,2535.66,4567.03,203.6905586,7.856
4/30/2010,FALSE,1919053.21,12.63888889,2.921,9273.46,419.3,59.025,2535.66,4567.03,203.6503685,7.856
5/2/2010,FALSE,2401395.47,-3.377777778,2.784,9273.46,419.3,59.025,2535.66,4567.03,204.2471935,8.187
5/3/2010,FALSE,2119213.72,-0.138888889,2.777,9273.46,419.3,59.025,2535.66,4567.03,204.4940734,8.187
5/11/2010,FALSE,2184316.64,5.988888889,2.917,9273.46,419.3,59.025,2535.66,4567.03,205.160837,7.484
5/14/2010,FALSE,2033211.62,13.28333333,2.982,9273.46,419.3,59.025,2535.66,4567.03,203.6133915,7.856
5/21/2010,FALSE,1893736.9,15.76666667,2.958,9273.46,419.3,59.025,2535.66,4567.03,203.8770235,7.856
5/28/2010,FALSE,2065984.95,21.65,2.899,9273.46,419.3,59.025,2535.66,4567.03,204.1406556,7.856
6/8/2010,FALSE,1910177.38,23.65,2.784,9273.46,419.3,59.025,2535.66,4567.03,204.7293252,7.527
6/18/2010,FALSE,2091903.63,22.56666667,2.78,9273.46,419.3,59.025,2535.66,4567.03,204.670036,7.856
6/25/2010,FALSE,1973135.87,23.98333333,2.808,9273.46,419.3,59.025,2535.66,4567.03,204.5675459,7.856
7/5/2010,FALSE,2137202.38,19.3,2.966,9273.46,419.3,59.025,2535.66,4567.03,203.6101784,7.856
7/16/2010,FALSE,2031852.16,23.96666667,2.783,9273.46,419.3,59.025,2535.66,4567.03,204.3571656,7.527
7/23/2010,FALSE,1900535.9,25.41666667,2.771,9273.46,419.3,59.025,2535.66,4567.03,204.4812188,7.527
7/30/2010,FALSE,1955896.59,24.46111111,2.781,9273.46,419.3,59.025,2535.66,4567.03,204.605272,7.527
8/10/2010,FALSE,2060389.27,10.83333333,2.764,9273.46,419.3,59.025,2535.66,4567.03,204.951982,7.484
8/13/2010,FALSE,2071022.45,24.43333333,2.805,9273.46,419.3,59.025,2535.66,4567.03,204.8533784,7.527
8/20/2010,FALSE,1975374.56,24.07777778,2.779,9273.46,419.3,59.025,2535.66,4567.03,204.8217044,7.527
8/27/2010,FALSE,1946369.57,21.39444444,2.755,9273.46,419.3,59.025,2535.66,4567.03,204.7900305,7.527
9/4/2010,FALSE,2007796.26,18.38888889,2.869,9273.46,419.3,59.025,2535.66,4567.03,203.8488134,7.856
9/7/2010,FALSE,2107285.85,25.60555556,2.793,9273.46,419.3,59.025,2535.66,4567.03,204.3625658,7.527
9/17/2010,FALSE,1948359.78,18.48888889,2.706,9273.46,419.3,59.025,2535.66,4567.03,204.7513279,7.527
9/24/2010,FALSE,1789687.65,20.76111111,2.713,9273.46,419.3,59.025,2535.66,4567.03,204.8182126,7.527
10/9/2010,TRUE,2014954.79,18.34444444,2.699,9273.46,419.3,59.025,2535.66,4567.03,204.7266827,7.527
10/12/2010,FALSE,2752122.08,-4.294444444,3.109,9273.46,419.3,59.025,2535.66,4567.03,204.6877378,7.484
10/15/2010,FALSE,1950676.39,15.09444444,2.868,9273.46,419.3,59.025,2535.66,4567.03,205.0137637,7.484
10/22/2010,FALSE,1893955.27,10.28888889,2.917,9273.46,419.3,59.025,2535.66,4567.03,205.0627881,7.484
10/29/2010,FALSE,1891816,14.2,2.921,9273.46,419.3,59.025,2535.66,4567.03,205.1118126,7.484
11/6/2010,FALSE,2100489.79,19.62222222,2.809,9273.46,419.3,59.025,2535.66,4567.03,204.6679198,7.856
11/19/2010,FALSE,2105058.91,7.711111111,3,9273.46,419.3,59.025,2535.66,4567.03,205.0992811,7.484
11/26/2010,TRUE,2811634.04,8.144444444,3.039,9273.46,419.3,59.025,2535.66,4567.03,204.9621,7.484
12/2/2010,TRUE,2109107.9,-5.488888889,2.773,9273.46,419.3,59.025,2535.66,4567.03,204.3857472,8.187
12/3/2010,FALSE,2010974.84,6.566666667,2.818,9273.46,419.3,59.025,2535.66,4567.03,204.5250598,8.187
12/11/2010,FALSE,2187765.28,5.766666667,2.931,9273.46,419.3,59.025,2535.66,4567.03,205.2098614,7.484
12/17/2010,FALSE,2819193.17,-4.405555556,3.14,9273.46,419.3,59.025,2535.66,4567.03,204.6321194,7.484
12/24/2010,FALSE,3766687.43,-3.794444444,3.141,9273.46,419.3,59.025,2535.66,4567.03,204.6376731,7.484
12/31/2010,TRUE,1799737.79,-1.75,3.179,9273.46,419.3,59.025,2535.66,4567.03,204.6432267,7.484
1/4/2011,FALSE,1927993.09,0.238888889,3.638,9273.46,419.3,59.025,2535.66,4567.03,207.8823043,7.287
1/7/2011,FALSE,2053165.41,20.92222222,3.748,9273.46,419.3,59.025,2535.66,4567.03,208.3346432,7.274
1/14/2011,FALSE,1884345.01,-6.45,3.205,9273.46,419.3,59.025,2535.66,4567.03,204.7026042,7.343
1/21/2011,FALSE,1781805.66,-2.538888889,3.229,9273.46,419.3,59.025,2535.66,4567.03,205.0460497,7.343
1/28/2011,FALSE,1761506.68,-4.883333333,3.237,9273.46,419.3,59.025,2535.66,4567.03,205.3894952,7.343
2/9/2011,FALSE,2141765.98,21.56666667,3.703,9273.46,419.3,59.025,2535.66,4567.03,208.9625161,7.274
2/12/2011,FALSE,2298776.83,7.955555556,3.452,10007.34,60,25959.98,6140.65,35675.62,211.6394306,7.082
2/18/2011,FALSE,2258616.24,6.083333333,3.245,9273.46,419.3,59.025,2535.66,4567.03,206.3694701,7.343
2/25/2011,FALSE,1938608.52,0.666666667,3.274,9273.46,419.3,59.025,2535.66,4567.03,206.6424093,7.343
3/6/2011,FALSE,2182246.69,23.06111111,3.922,9273.46,419.3,59.025,2535.66,4567.03,208.3551116,7.287
3/18/2011,FALSE,1931668.64,7.111111111,3.631,9273.46,419.3,59.025,2535.66,4567.03,207.4283845,7.343
3/25/2011,FALSE,1824711.21,7.127777778,3.625,9273.46,419.3,59.025,2535.66,4567.03,207.6553444,7.343
4/2/2011,FALSE,2351143.07,-1.9,3.231,9273.46,419.3,59.025,2535.66,4567.03,205.7329407,7.343
4/3/2011,FALSE,2143424.61,2.961111111,3.433,9273.46,419.3,59.025,2535.66,4567.03,206.9153485,7.343
4/11/2011,FALSE,2284106.6,6.6,3.551,9273.46,419.3,59.025,2535.66,4567.03,210.8364551,7.082
4/15/2011,FALSE,2057406.33,12.77777778,3.821,9273.46,419.3,59.025,2535.66,4567.03,208.3172811,7.287
4/22/2011,FALSE,2313861.81,11.42222222,3.892,9273.46,419.3,59.025,2535.66,4567.03,208.4779405,7.287
4/29/2011,FALSE,1881788.19,17.20555556,3.962,9273.46,419.3,59.025,2535.66,4567.03,208.6386,7.287
5/8/2011,FALSE,2189353.63,25.44444444,3.842,9273.46,419.3,59.025,2535.66,4567.03,208.719238,7.274
5/13/2011,FALSE,2036748.53,16.81111111,4.066,9273.46,419.3,59.025,2535.66,4567.03,208.9599189,7.287
5/20/2011,FALSE,1953416.06,15.00555556,4.062,9273.46,419.3,59.025,2535.66,4567.03,208.7583165,7.287
5/27/2011,FALSE,1944433.17,20.62222222,3.985,9273.46,419.3,59.025,2535.66,4567.03,208.556714,7.287
6/5/2011,FALSE,2090838.44,11.89444444,4.046,9273.46,419.3,59.025,2535.66,4567.03,208.7992595,7.287
6/17/2011,FALSE,2065191.27,19.11666667,3.842,9273.46,419.3,59.025,2535.66,4567.03,208.1265604,7.287
6/24/2011,FALSE,1950826.32,22.44444444,3.804,9273.46,419.3,59.025,2535.66,4567.03,208.2306018,7.287
7/1/2011,FALSE,1843030.95,-0.316666667,3.193,9273.46,419.3,59.025,2535.66,4567.03,204.6487803,7.343
7/10/2011,FALSE,2135982.79,11.34444444,3.583,9273.46,419.3,59.025,2535.66,4567.03,210.1170595,7.082
7/15/2011,FALSE,2039875.75,23.82222222,3.76,9273.46,419.3,59.025,2535.66,4567.03,208.5309337,7.274
7/22/2011,FALSE,1950904.84,26.05,3.811,9273.46,419.3,59.025,2535.66,4567.03,208.5937018,7.274
7/29/2011,FALSE,1858440.92,25.26111111,3.829,9273.46,419.3,59.025,2535.66,4567.03,208.6564699,7.274
8/4/2011,FALSE,2027056.39,8.383333333,3.72,9273.46,419.3,59.025,2535.66,4567.03,208.1092642,7.287
8/7/2011,FALSE,2123787.79,23.71666667,3.711,9273.46,419.3,59.025,2535.66,4567.03,208.4386847,7.274
8/19/2011,FALSE,1990017.93,21.80555556,3.747,9273.46,419.3,59.025,2535.66,4567.03,208.8424359,7.274
8/26/2011,FALSE,1933577.2,21.19444444,3.704,9273.46,419.3,59.025,2535.66,4567.03,208.902476,7.274
9/9/2011,TRUE,2050542.56,20.41111111,3.738,9273.46,419.3,59.025,2535.66,4567.03,209.0225562,7.274
9/12/2011,FALSE,2546123.78,5.355555556,3.415,9458.19,81.5,791.04,5254.23,11447.14,211.8667856,7.082
9/16/2011,FALSE,1979009.46,17.78888889,3.742,9273.46,419.3,59.025,2535.66,4567.03,209.1893892,7.274
9/23/2011,FALSE,1888119.7,16.75,3.711,9273.46,419.3,59.025,2535.66,4567.03,209.4986126,7.274
9/30/2011,FALSE,1945808.26,17.46666667,3.645,9273.46,419.3,59.025,2535.66,4567.03,209.807836,7.274
10/6/2011,FALSE,2135062.04,23.13333333,3.881,9273.46,419.3,59.025,2535.66,4567.03,208.1535092,7.287
10/14/2011,FALSE,2010107.68,16.96666667,3.541,9273.46,419.3,59.025,2535.66,4567.03,210.4027602,7.082
10/21/2011,FALSE,2104241.9,12.05,3.57,9273.46,419.3,59.025,2535.66,4567.03,210.5473252,7.082
10/28/2011,FALSE,2065421.52,9.644444444,3.569,9273.46,419.3,59.025,2535.66,4567.03,210.6918901,7.082
11/2/2011,TRUE,2211388.14,-3.677777778,3.239,9273.46,419.3,59.025,2535.66,4567.03,206.0763862,7.343
11/3/2011,FALSE,1990932.77,4.183333333,3.582,9273.46,419.3,59.025,2535.66,4567.03,207.1882876,7.343
11/11/2011,FALSE,2269975.85,8.483333333,3.53,34348.14,11652.84,549.25,9606.11,5472.37,210.9810201,7.082
11/18/2011,FALSE,2169933.82,9.611111111,3.53,4817.96,1673.96,658.55,1043.37,6545.16,211.1847207,7.082
11/25/2011,TRUE,2906233.25,7.988888889,3.492,335.66,80,101378.79,64.46,2251.98,211.4120757,7.082
12/8/2011,FALSE,2052246.4,23.06666667,3.812,9273.46,419.3,59.025,2535.66,4567.03,208.7820061,7.274
12/16/2011,FALSE,2762816.65,2.866666667,3.413,5488.56,217.03,1776.71,466.19,4535.27,212.0685039,7.082
12/23/2011,FALSE,3555371.03,4.55,3.389,1483.17,80.15,2145.46,38.97,4180.29,212.2360401,7.082
12/30/2011,TRUE,2043245,2.416666667,3.389,6918.65,97740.99,270.38,1648.03,2852.19,212.4035763,7.082
1/6/2012,FALSE,2143126.59,23.15,3.742,12240.61,17.4,82.98,3560.21,3373.36,214.5513278,7.139
1/13/2012,FALSE,1911510.64,3.216666667,3.513,3627.81,18632.14,108.48,847.7,3614.04,212.7386486,6.961
1/20/2012,FALSE,1892775.94,-2.416666667,3.533,2465.98,5030.4,106.54,999.54,3380.92,212.8336399,6.961
1/27/2012,FALSE,1761016.51,2.883333333,3.567,1023.6,3044.15,106.08,52.87,2447.73,212.9286312,6.961
2/3/2012,FALSE,2148822.76,4.433333333,3.816,34117.01,3200.31,6,22275.03,4989.3,213.6718127,6.961
2/11/2012,FALSE,2228923.96,5.738888889,3.787,17072.75,7342.36,104.96,7887.46,7187.52,216.1567105,7.293
2/17/2012,FALSE,2309025.16,-0.494444444,3.695,27400.95,19179.87,10.5,11087.4,10204.37,213.2732106,6.961
2/24/2012,FALSE,2045837.55,4.327777778,3.739,11230.85,10561.94,12.2,1457.31,21024.39,213.4725116,6.961
3/2/2012,FALSE,2203523.2,4.405555556,3.617,58928.52,8766.77,226.27,53603.99,8301.25,213.0236225,6.961
3/8/2012,FALSE,2094515.71,23.73888889,3.654,31549.63,83.64,40.76,25656.34,3188.65,214.7433514,7.28
3/16/2012,FALSE,2064991.71,12.07222222,3.862,6745.04,310.32,6.94,3282.4,2895.89,214.0167132,6.961
3/23/2012,FALSE,1992436.96,18.95,3.9,3580.87,612.11,7.01,332.11,4032.81,214.0907105,6.961
3/30/2012,FALSE,2074721.74,10.84444444,3.953,9569.49,116.47,7.75,1285.42,3908.61,214.1647079,6.961
4/5/2012,FALSE,2163510.89,17.07777778,3.951,24594.6,496,38.52,9381.13,4648.85,214.4771081,7.139
4/13/2012,FALSE,2045396.06,7.6,4.044,9671.84,7934.59,68.02,2515.97,2667.15,214.3127027,7.139
4/20/2012,FALSE,1884427.84,15.61666667,4.027,7522.16,5650.88,67.26,1066.17,4006,214.3675045,7.139
4/27/2012,FALSE,1886503.93,8.688888889,4.004,2332.34,2.82,41.39,28.04,3318.17,214.4223063,7.139
5/10/2012,FALSE,2246411.89,15.98333333,3.985,5800.66,419.3,33.68,4286.15,3224.25,215.9258865,7.293
5/18/2012,FALSE,2039222.26,16.10555556,3.848,8077.14,512,5.13,2746.24,3677.78,214.5485571,7.139
5/25/2012,FALSE,2114989,21.13333333,3.798,11548.3,419.3,1042.6,1554.19,3450.52,214.5499425,7.139
6/1/2012,FALSE,1964701.94,0.788888889,3.422,9273.46,45971.43,207.6,1365.38,5460.86,212.5711125,6.961
6/4/2012,FALSE,2565259.92,10.03333333,3.996,8408.31,12.57,50.79,4289.46,7382.25,214.2387053,7.139
6/7/2012,FALSE,2358055.3,26.22222222,3.475,13826.89,342.6,182.74,7751.95,3675.32,214.6873514,7.28
6/15/2012,FALSE,2165160.29,21.95,3.62,9584.57,657.4,3.99,3667.7,5230.22,214.5653243,7.139
6/22/2012,FALSE,2060588.69,24.72777778,3.564,12173.74,875.7,2.36,4195.01,7516.62,214.606,7.139
6/29/2012,FALSE,2055952.61,23.41666667,3.506,6569.4,605.7,59.025,561.31,4567.03,214.6466757,7.139
7/9/2012,TRUE,2080529.06,24.64444444,3.911,11783.56,-0.99,83.85,1938.4,3708.67,215.2189573,7.28
7/12/2012,FALSE,2107604.59,9.111111111,3.688,12733.5,419.3,468.6,2870.45,16310.67,216.3102054,7.293
7/13/2012,FALSE,2134680.12,25.70555556,3.523,8679.19,99.7,22.34,4960.49,7877.54,214.728027,7.28
7/20/2012,FALSE,1970170.29,24.46666667,3.567,3156.68,142.66,34.1,2751.92,6194.07,214.7331351,7.28
7/27/2012,FALSE,1911559.1,23.66666667,3.647,11481.26,130.17,7.09,11794.45,3238.04,214.7382432,7.28
8/6/2012,FALSE,2231962.13,16.67222222,3.689,8353.32,516.6,46.76,2073.77,7774.31,214.5527132,7.139
8/17/2012,FALSE,2045061.22,20.87222222,3.807,3008.99,99.68,1.12,2535.66,2831.84,214.825578,7.28
8/24/2012,FALSE,2005341.43,20.15,3.834,6125.02,53.4,84.62,9638.85,8710.31,214.9567044,7.28
8/31/2012,FALSE,2062481.56,22.58888889,3.867,19058.96,32.04,125.49,9015.83,4449.08,215.0878309,7.28
9/3/2012,FALSE,2139265.4,5.077777778,3.848,10686.42,750.14,3.67,3867.16,3518.62,213.8711137,6.961
9/11/2012,FALSE,2093607.69,3.1,3.771,5806.16,7716.6,8.67,564.1,5567.68,216.1618309,7.293
9/14/2012,FALSE,2047949.98,18.24444444,3.948,10404.97,419.3,40.11,1481.31,8655.59,215.3583757,7.28
9/21/2012,FALSE,2028587.24,16.07777778,4.038,8475.15,168.56,49.78,1727.92,9072.77,215.5475459,7.28
9/28/2012,FALSE,2008350.58,14.80555556,3.997,6245.6,52.64,21.5,3301.81,7195.56,215.7367162,7.28
10/2/2012,TRUE,2462978.28,0.816666667,3.64,9804,13171.55,132.42,16864.33,7535.63,213.1186138,6.961
10/8/2012,FALSE,2144245.39,24.11111111,3.722,16845.14,156.18,12.47,6921.28,6346.44,214.7484595,7.28
10/19/2012,FALSE,1999363.49,13.47777778,3.969,4174.31,419.3,15.84,838.05,3838.56,216.1464699,7.293
10/26/2012,FALSE,2031650.55,15.57777778,3.882,10813.19,22.33,102.91,867.39,1671.76,216.1515902,7.293
11/5/2012,FALSE,2168097.11,17.32777778,3.889,17598.62,419.3,19.51,2889.48,3242.44,214.5319099,7.139
11/16/2012,FALSE,2166810.673,7.433333333,3.75,17530.63,789.12,185.38,1350.7,7471.12,216.1829378,7.293
11/23/2012,TRUE,2165524.235,6.811111111,3.748,739.53,0.06,139621.51,368.41,1415.02,216.2253604,7.293
11/30/2012,FALSE,2164237.797,1.661111111,3.729,4248.19,0.03,12683.56,211.38,10349.85,216.2677829,7.293
12/10/2012,FALSE,2162951.36,8.444444444,4,2449.31,419.3,35.08,1019.9,9743.56,216.1150568,7.293
